id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class
172272,2018/04/05,-74.46,-42.6,37.1,5.1,mw,0.03,0.02,1.2,,5,25,97,178,66,87,5.03e+16,-6.84e+15,-4.34e+16,3.47e+15,-4.1e+16,-1.53e+15,GCMT,,intra_slab,20.6640834808,intra_slab
172271,2018/04/05,-70.6,-20.27,87.8,5.6,mw,0.01,0.01,1.2,,123,61,175,216,86,29,1.099e+16,-1.7173e+17,1.6074e+17,-6.408e+16,-1.2668e+17,-7.641e+16,GCMT,,intra_slab,27.5389652252,intra_slab
172430,2018/04/10,-71.58,-31.05,81.7,6.2,mw,0,0,0.4,,120,26,-118,331,67,-77,-1.9197e+18,1.2296e+18,6.9e+17,5.983e+17,-1.92e+18,-6.851e+17,GCMT,,intra_slab,32.2919883728,intra_slab
172666,2018/04/17,-68.86,-21.36,128.1,5,mw,0.02,0.02,2.6,,168,37,-81,337,53,-97,-2.7724e+16,1.276e+15,2.6448e+16,9.908e+15,-1.411e+16,-9.991e+15,GCMT,,slab_deep,86.3586959839,slab_deep
172819,2018/04/23,-68.83,-22.53,137.3,5,mw,0.02,0.01,3.2,,258,30,-10,357,85,-119,-6.08e+15,-1.97e+15,8.05e+15,3.91e+15,-3.36e+16,1.86e+16,GCMT,,slab_deep,81.5704269409,slab_deep
172933,2018/04/27,-67.107,-24.436,147.4,4.8,mw,,,12.9,,118,61,-169,23,81,-29,-1.18e+16,-3.26e+16,4.44e+16,-1.42e+16,-2.08e+16,-2.95e+16,CSN-improved,,slab_deep,137.942565918,slab_deep
172932,2018/04/27,-66.83,-24.17,217.4,5.1,mw,0.03,0.04,4.3,,118,61,-169,23,81,-29,-1.18e+16,-3.26e+16,4.44e+16,-1.42e+16,-2.08e+16,-2.95e+16,GCMT,,slab_deep,155.366592407,slab_deep
173092,2018/05/02,-70.06,-33.3,103.4,5,mw,0.03,0.03,3.2,,166,39,-100,359,52,-82,-3.28e+16,-1.01e+16,4.29e+16,-1.44e+15,-9.24e+15,-6.9e+15,GCMT,,slab_deep,94.1186294556,slab_deep
173150,2018/05/04,-71.72,-29.67,52.1,5.1,mw,0.04,0.03,2.1,,40,71,171,133,81,19,1.07e+16,4.25e+16,-5.32e+16,1.34e+16,-6.5e+15,6.68e+15,GCMT,,intra_slab,23.4131736755,intra_slab
173208,2018/05/06,-72.48,-34.23,31.5,5.3,mw,0.01,0.01,0.6,,25,24,105,190,67,84,5.356e+16,6.831e+15,-6.039e+16,-3.962e+15,-6.3824e+16,-1.7587e+16,GCMT,,intra_slab,17.6588191986,intra_slab
173372,2018/05/11,-67.06,-24.15,214.1,4.9,mw,0.03,0.03,3.5,,177,35,-89,355,55,-91,,,,,,,GCMT,,slab_deep,142.618347168,slab_deep
173942,2018/05/28,-68.71,-31.3,118.8,5,mw,0.03,0.02,1.9,,14,40,-100,207,50,-82,-3.8501e+16,1.1014e+16,2.7487e+16,8.562e+15,6.394e+15,1.9815e+16,GCMT,,slab_deep,94.483291626,slab_deep
173962,2018/05/29,-69.15,-20.31,148.7,4.9,mw,0.03,0.03,5.1,,225,33,-19,331,80,-122,,,,,,,GCMT,,slab_deep,82.8882369995,slab_deep
174056,2018/06/02,-73.9,-38.35,29,5.3,mw,0.02,0.01,0.8,,354,19,87,177,72,91,5.0536e+16,5.03e+15,-5.5566e+16,3.79e+15,-7.2682e+16,1.513e+15,GCMT,,slab_interface,21.3545951843,slab_interface
174584,2018/06/20,-66.8,-23.95,234.2,5,mw,0.03,0.03,3.3,,187,35,-87,4,55,-92,-3.76e+16,-560000000000000,3.82e+16,0,-1.34e+16,3.7e+15,GCMT,,slab_deep,160.399642944,slab_deep
174612,2018/06/21,-67.21,-24.29,196.1,5.7,mw,0.01,0.01,0.6,,172,25,-95,357,65,-88,-3.0887e+17,1.425e+16,2.9462e+17,5.92e+15,-2.0797e+17,-3.308e+16,GCMT,,slab_deep,133.08807373,slab_deep
174909,2018/07/02,-69.25,-23.3,101.2,4.8,mw,0.03,0.02,5.4,,274,30,-12,14,84,-119,,,,,,,GCMT,,slab_deep,70.4124984741,slab_deep
175270,2018/07/16,-73.423,-35.604,19.1805,4.8,mw,,,,,31,17,113,187,74,83,2.63e+16,-330000000000000,-2.6e+16,-4e+15,-4.46e+16,-9.39e+15,CSN-improved,,slab_interface,16.036359787,slab_interface
175269,2018/07/16,-73.6,-35.65,15.9,5.1,mw,0.03,0.02,1.4,,31,17,113,187,74,83,2.63e+16,-330000000000000,-2.6e+16,-4e+15,-4.46e+16,-9.39e+15,GCMT,,slab_interface,13.4297037125,slab_interface
175398,2018/07/21,-68.79,-22.32,133.8,5.2,mw,0.01,0.01,1.6,,246,17,-15,350,86,-106,-4.735e+15,-879000000000000,5.614e+15,2.383e+15,-5.58e+16,2.444e+16,GCMT,,slab_deep,83.6245422363,slab_deep
175675,2018/07/31,-68.72,-24.3,124.8,4.8,mw,0.03,0.03,5,,116,35,-129,341,64,-66,,,,,,,GCMT,,slab_deep,83.6866989136,slab_deep
175778,2018/08/04,-69.59,-19.59,117.2,5.2,mw,0.01,0.01,1.5,,124,23,-145,1,77,-71,-3.27e+16,-3.47e+15,3.62e+16,-5.74e+15,-7.03e+16,-2.59e+16,GCMT,,slab_deep,73.6677703857,slab_deep
176237,2018/08/23,-69.55,-17.26,172.6,5.1,mw,0.02,0.02,2,,245,16,-8,342,88,-105,-4.08e+15,-9.1e+15,1.32e+16,1.85e+16,-5.57e+16,1.19e+16,GCMT,,slab_deep,126.728042603,slab_deep
176333,2018/08/27,-71.61,-29.65,49.4,5,mw,0.02,0.01,1.4,,214,45,122,352,53,62,3.62e+16,6.56e+15,-4.27e+16,-1.2e+16,8.95e+15,-1.16e+16,GCMT,,intra_slab,26.7799224854,intra_slab
176363,2018/08/28,-71.49,-29.63,52,5.2,mw,0.01,0.01,0.9,,220,35,116,9,59,73,4.5292e+16,8.924e+15,-5.4215e+16,-1.1588e+16,4.2177e+16,-2.8249e+16,GCMT,,intra_slab,30.5156650543,intra_slab
176425,2018/08/31,-70.21,-32.26,115.3,5,mw,0.02,0.02,2.2,,48,54,-45,169,55,-135,-2.6019e+16,-8.008e+15,3.4027e+16,-1.247e+16,1.128e+16,2.7772e+16,GCMT,,slab_deep,89.8413696289,slab_deep
176568,2018/09/07,-70.16,-28.84,121.5,5.8,mw,0.02,0.01,2,,120,37,-84,293,53,-94,-5.117e+17,4.9429e+17,1.74e+16,1.4722e+17,-1.089e+16,-2.1605e+17,GCMT,,slab_deep,76.9549026489,slab_deep
176569,2018/09/07,-69.78,-30.39,141.4,4.9,mw,0.04,0.03,4.7,,131,50,176,223,87,40,,,,,,,GCMT,,slab_deep,93.1306533813,slab_deep
176638,2018/09/10,-71.547,-28.793,39.3,5,mw,,,2.6,,17.75,28.53,87.7,200.37,61.49,91.25,1.1807e+17,-2.581e+16,-9.226e+16,-2.648e+16,-6.6e+16,-2.567e+16,CSN-improved,,intra_slab,22.1181621552,intra_slab
176724,2018/09/14,-71.53,-16.05,150,5.5,mw,0.01,0.01,1.1,,120,70,-169,26,80,-21,-2.395e+16,-1.0714e+17,1.3109e+17,-4.135e+16,-3.01e+16,-7.132e+16,GCMT,,slab_deep,114.133728027,slab_deep
176842,2018/09/19,-70.56,-19.44,107.5,5,mw,0.02,0.02,2.6,,116,58,-153,12,68,-35,-3.5525e+16,4.82e+15,3.0705e+16,-1.343e+15,-1.7109e+16,-2.6596e+16,GCMT,,intra_slab,37.4284286499,intra_slab
176893,2018/09/22,-71.13,-25.8,34.2,5.4,mw,0.01,0.01,0.4,,226,45,119,8,52,65,1.5122e+17,-1.596e+16,-1.3526e+17,-1.599e+16,3.987e+16,-6.994e+16,GCMT,,intra_slab,17.2248325348,intra_slab
176914,2018/09/23,-70.35,-24.43,65.9,5.4,mw,0.01,0.01,1.4,,4,20,108,165,71,84,9.301e+16,-1.112e+16,-8.188e+16,3.978e+16,-8.704e+16,-1.121e+16,GCMT,,intra_slab,38.546459198,intra_slab
176915,2018/09/23,-69.34,-20.9,372,5.1,mw,,,,,21.04,24.93,122.05,166.42,69.06,76.14,9.301e+16,-1.112e+16,-8.188e+16,3.978e+16,-8.704e+16,-1.121e+16,ISC,,slab_deep,72.482383728,slab_deep
177710,2018/10/25,-72.03,-30.53,35.2,5,mw,0.02,0.02,0.8,,3,35,94,178,55,87,3.65e+16,-2.03e+15,-3.44e+16,1.67e+15,-1.27e+16,-190000000000000,GCMT,,intra_slab,16.5609550476,intra_slab
177741,2018/10/26,-69.88,-17.34,131.5,5,mw,0.02,0.02,3.2,,177,25,-55,319,70,-105,-2.39e+16,-800000000000000,2.47e+16,2.14e+16,-2.16e+16,-1.45e+16,GCMT,,slab_deep,111.181694031,slab_deep
177906,2018/11/01,-68.84,-22.35,141.3,4.9,mw,0.03,0.03,5.2,,139,7,-142,11,86,-84,,,,,,,GCMT,,slab_deep,82.1998443604,slab_deep
177904,2018/11/01,-69.57,-19.63,116.3,6.2,mw,0,0,0.4,,172,20,-88,350,70,-91,-1.7002e+18,-9.72e+16,1.7974e+18,3.825e+17,-1.5762e+18,-2.748e+17,GCMT,,slab_deep,74.9570617676,slab_deep
177969,2018/11/02,-67.589,-30.23,29,5.2,mw,,,,,99,49,47,334,57,128,3.06e+16,-2.29e+16,-7.69e+15,7.57e+15,1.87e+16,2.41e+16,ISC,,backarc,,unclassified
177972,2018/11/02,-67.545,-30.188,27.6,4.8,mw,,,4.5,,99,49,47,334,57,128,3.06e+16,-2.29e+16,-7.69e+15,7.57e+15,1.87e+16,2.41e+16,CSN-improved,,backarc,,unclassified
177970,2018/11/02,-67.6,-30.18,36.5,5,mw,0.03,0.02,1.6,,99,49,47,334,57,128,3.06e+16,-2.29e+16,-7.69e+15,7.57e+15,1.87e+16,2.41e+16,GCMT,,backarc,,unclassified
178211,2018/11/06,-69.47,-19.72,109,4.9,mw,0.03,0.02,4.5,,169,18,-73,331,72,-96,,,,,,,GCMT,,slab_deep,78.1064529419,slab_deep
178309,2018/11/08,-66.34,-57.612,10,5,mw,,,,,334,46,75,176,46,105,3.58e+16,-6.82e+15,-2.9e+16,-7.8e+15,-2.58e+15,6.55e+15,ISC,,backarc,,unclassified
178307,2018/11/08,-65.867,-56.866,10,5.2,mw,,,,,334,46,75,176,46,105,3.58e+16,-6.82e+15,-2.9e+16,-7.8e+15,-2.58e+15,6.55e+15,CSN-improved,,backarc,,unclassified
178369,2018/11/09,-71.91,-30.64,33.4,5.2,mw,0.01,0.01,0.5,,3,31,98,174,59,85,5.4053e+16,3.916e+15,-5.7969e+16,7.783e+15,-3.6972e+16,5.858e+15,GCMT,,intra_slab,20.6750335693,intra_slab
178765,2018/11/16,-65.718,-56.745,10,5.1,mw,,,,,342.42,43.73,90.94,161.12,46.28,89.1,6.5897e+16,-9.034e+15,-5.6863e+16,1.64e+15,-2.47e+15,1.7666e+16,CSN-improved,,backarc,,unclassified
179481,2018/12/01,-72.55,-33.95,19.7,5.6,mw,0.01,0.01,0.4,,8,20,93,185,70,89,1.5739e+17,-920000000000000,-1.5647e+17,-1.882e+16,-2.0629e+17,-3.526e+16,GCMT,,slab_interface,14.2902812958,slab_interface
179742,2018/12/05,-71.57,-33.66,35.4,5.2,mw,0.04,0.02,1,,333,48,120,112,50,61,6.37e+16,-3.31e+16,-3.05e+16,2.6e+16,2.51e+16,2.16e+16,GCMT,,slab_interface,39.680721283,slab_interface
179995,2018/12/09,-68.48,-21.74,152.1,4.9,mw,0.03,0.03,4.7,,116,41,-180,26,90,-49,,,,,,,GCMT,,slab_deep,94.0167388916,slab_deep
180215,2018/12/12,-74.64,-50.79,21.5,4.9,mw,0.03,0.02,1.6,,217,83,177,307,87,7,,,,,,,GCMT,,unclassified,,unclassified
180955,2018/12/24,-68.336,-21.379,121,5.4,mw,,,,,151,26,-99,342,65,-86,-6.5e+16,5.8e+15,5.93e+16,1.57e+16,-5.41e+16,-2.82e+16,ISC,,slab_deep,100.842056274,slab_deep
180956,2018/12/24,-68.28,-21.38,160.9,5.2,mw,0.04,0.03,6.4,,151,26,-99,342,65,-86,-6.5e+16,5.8e+15,5.93e+16,1.57e+16,-5.41e+16,-2.82e+16,GCMT,,slab_deep,102.627197266,slab_deep
181332,2018/12/31,-69.35,-31.84,119.9,5.3,mw,0.01,0.01,0.9,,186,48,-121,48,50,-61,-1.0406e+17,510000000000000,1.0354e+17,-2.224e+16,2.472e+16,5.108e+16,GCMT,,slab_deep,102.341781616,slab_deep
181775,2019/01/07,-68.87,-19.62,133.1,5,mw,0.02,0.02,3.8,,207,29,-19,314,81,-118,-1.1e+16,-1.3e+16,2.39e+16,2.6e+16,-2.19e+16,-7.55e+15,GCMT,,slab_deep,101.223381042,slab_deep
182591,2019/01/20,-71.39,-30.18,60.7,6.6,mw,0,0,0.2,,187,39,-106,28,53,-77,-1.4388e+19,4.22e+18,1.0168e+19,-3.012e+18,-1.035e+18,1.545e+18,GCMT,,intra_slab,37.8312950134,intra_slab
183290,2019/01/28,-73,-35.61,28.5,5.2,mw,0.02,0.01,1,,15,17,101,184,73,87,5.6965e+16,4.95e+15,-6.1915e+16,2.545e+15,-4.7483e+16,-1.0929e+16,GCMT,,slab_interface,23.7731723785,slab_interface
183447,2019/01/30,-70.61,-25.99,58.5,5.6,mw,0.01,0.01,1.1,,189,8,-76,355,83,-92,-1.7132e+17,3.757e+16,1.3376e+17,2.989e+16,-2.7848e+17,-2.34e+15,GCMT,,intra_slab,35.0852165222,intra_slab
183663,2019/02/03,-71.77,-31.49,33.2,4.9,mw,0.04,0.02,1.1,,355,50,125,129,51,56,,,,,,,GCMT,,slab_interface,27.4256629944,slab_interface
183854,2019/02/06,-71.15,-19.85,17.1,5.2,mw,0.01,0.01,0.8,,347,19,87,170,71,91,4.6686e+16,4.553e+15,-5.124e+16,1.4678e+16,-5.8765e+16,1.0374e+16,GCMT,,slab_interface,16.2181224823,slab_interface
184095,2019/02/09,-68.42,-21.66,134.7,5,mw,0.02,0.02,2.3,,273,13,-10,13,88,-103,-2.556e+15,6.853e+15,-4.297e+15,-1.9254e+16,-2.6692e+16,-1.7603e+16,GCMT,,slab_deep,97.6322250366,slab_deep
184652,2019/02/19,-71.357,-28.016,38,4.8,mw,,,3.3,,328,41,72,172,51,105,3.73e+16,-4.2e+15,-3.31e+16,-5.62e+15,-9.01e+15,1.21e+16,CSN-improved,,intra_slab,20.5311050415,intra_slab
184650,2019/02/19,-71.432,-28.014,26,5.1,mw,,,,,328,41,72,172,51,105,3.73e+16,-4.2e+15,-3.31e+16,-5.62e+15,-9.01e+15,1.21e+16,ISC,,slab_interface,18.0076618195,slab_interface
184651,2019/02/19,-71.53,-28.18,32.2,5,mw,0.03,0.03,0.8,,328,41,72,172,51,105,3.73e+16,-4.2e+15,-3.31e+16,-5.62e+15,-9.01e+15,1.21e+16,GCMT,,intra_slab,17.1199836731,intra_slab
184901,2019/02/23,-66.653,-23.089,209.8,4.9,mw,,,6.3,,166,19,-93,349,71,-89,-3.76e+16,4.55e+15,3.31e+16,8.52e+15,-4.63e+16,-6.91e+15,CSN-improved,,slab_deep,179.262115479,slab_deep
184900,2019/02/23,-66.66,-23.16,239.8,5.1,mw,0.02,0.02,2.5,,166,19,-93,349,71,-89,-3.76e+16,4.55e+15,3.31e+16,8.52e+15,-4.63e+16,-6.91e+15,GCMT,,slab_deep,178.776535034,slab_deep
185050,2019/02/25,-71.78,-29.7,48,5.1,mw,0.03,0.02,2.2,,359,47,45,235,58,127,6.736e+16,3.795e+16,-1.053e+17,-3.206e+16,5.68e+16,1.207e+16,GCMT,,intra_slab,20.630651474,intra_slab
185304,2019/03/01,-71.84,-30.65,34.1,5.1,mw,0.02,0.02,1,,356,29,86,181,61,92,3.822e+16,3.875e+15,-4.2095e+16,1.472e+15,-1.1417e+16,408000000000000,GCMT,,slab_interface,22.1729125977,slab_interface
185333,2019/03/02,-72.69,-33.67,16.7,5.5,mw,0.01,0.01,0.5,,352,17,68,195,74,97,9.273e+16,-1.907e+16,-7.366e+16,-3.783e+16,-2.0454e+17,-9.6e+15,GCMT,,slab_interface,10.4183998108,slab_interface
185466,2019/03/07,-68.857,-38.523,13.84,5.1,mw,,,4.2,0.093,219.37,9.49,114.34,14.72,81.36,86.06,4.743e+15,9.306e+15,-1.4049e+16,9.85e+15,3.3926e+16,-9.711e+15,USGS,,backarc,,unclassified
185468,2019/03/07,-68.93,-38.58,12,4.8,mw,0.03,0.02,0,,167,48,28,57,70,134,4.743e+15,9.306e+15,-1.4049e+16,9.85e+15,3.3926e+16,-9.711e+15,GCMT,,backarc,,unclassified
185469,2019/03/07,-69.642,-18.872,119.4,4.8,mw,,,3.9,,203,21,-50,341,74,-104,-2.16e+16,-2.63e+15,2.43e+16,1.37e+16,-3.09e+16,1.59e+15,CSN-improved,,slab_deep,83.6206436157,slab_deep
185467,2019/03/07,-69.53,-18.87,136.9,5,mw,0.02,0.02,2.9,,203,21,-50,341,74,-104,-2.16e+16,-2.63e+15,2.43e+16,1.37e+16,-3.09e+16,1.59e+15,GCMT,,slab_deep,87.258895874,slab_deep
185471,2019/03/07,-69.618,-18.839,109.1,4.6,mw,,,5.6,,203,21,-50,341,74,-104,-2.16e+16,-2.63e+15,2.43e+16,1.37e+16,-3.09e+16,1.59e+15,CSN-improved,,slab_deep,85.4472579956,slab_deep
185465,2019/03/07,-72.82,-29.51,31.5,5.7,mw,0.01,0.01,0.3,,185,38,114,335,55,72,3.8269e+17,1.1864e+17,-5.0133e+17,-8.989e+16,1.3594e+17,8.027e+16,GCMT,,outer_rise,,outer_rise
185714,2019/03/15,-65.9,-17.74,380.5,6.4,mw,0.01,0.01,0.4,,157,52,150,267,67,42,1.8043e+18,-2.229e+18,4.247e+17,-2.0064e+18,-1.1589e+18,2.5047e+18,GCMT,,slab_deep,354.982055664,slab_deep
185741,2019/03/16,-71.3,-29.87,58.7,5.2,mw,0.01,0.01,1.4,,195,25,109,353,67,81,3.8446e+16,2.7647e+16,-6.6093e+16,6.046e+15,5.9192e+16,2.039e+15,GCMT,,intra_slab,40.3131828308,intra_slab
185767,2019/03/17,-68.42,-20.46,141.5,5.1,mw,0.02,0.02,2.9,,313,78,-175,222,86,-12,-1.79e+15,-5.87e+16,6.05e+16,1.2e+16,6.27e+15,-4.74e+15,GCMT,,slab_deep,107.419265747,slab_deep
185985,2019/03/25,-70.062,-21.362,75,5.3,mw,,,,,200.31,16.77,-86.86,17.02,73.25,-90.95,-8.845e+15,-1.5832e+16,2.4677e+16,-8.754e+15,-2.7488e+16,1.4525e+16,ISC,,intra_slab,42.1893844604,intra_slab
185986,2019/03/25,-69.99,-21.26,66.1,5,mw,0.02,0.02,3.4,,199,16,-83,12,74,-92,-8.845e+15,-1.5832e+16,2.4677e+16,-8.754e+15,-2.7488e+16,1.4525e+16,GCMT,,intra_slab,44.4879264832,intra_slab
186028,2019/03/27,-69.4,-18.32,144.6,4.9,mw,0.03,0.03,4.9,,96,11,-164,350,87,-79,,,,,,,GCMT,,slab_deep,103.089904785,slab_deep
186068,2019/03/28,-70.29,-24.62,73.1,5.4,mw,0.01,0.01,1,,0,24,101,168,67,85,1.0457e+17,1.401e+16,-1.1858e+17,1.821e+16,-9.88e+16,-1.071e+16,GCMT,,intra_slab,41.1006698608,intra_slab
186362,2019/04/07,-72.63,-33.84,12,5.7,mw,0.01,0.01,0,,14,17,96,188,73,88,2.8771e+17,1.959e+16,-3.0731e+17,2.062e+16,-1.7282e+17,-3.703e+16,GCMT,,slab_interface,12.0807533264,slab_interface
186698,2019/04/18,-71.53,-29.46,73.5,5.6,mw,0.01,0.01,1.1,,183,15,-82,355,75,-92,-1.9925e+17,1.127e+16,1.8797e+17,2.299e+16,-2.9047e+17,-3.621e+16,GCMT,,intra_slab,27.359287262,intra_slab
186786,2019/04/21,-71.86,-35.86,85.6,5,mw,0.03,0.02,3.5,,327,59,-154,223,68,-34,-1.85e+16,-2.5e+16,4.35e+16,1.65e+16,4.14e+15,6.06e+15,GCMT,,slab_deep,65.2553939819,slab_deep
186785,2019/04/21,-67.12,-24.3,192.3,5.1,mw,0.02,0.02,2,,195,23,-78,1,67,-95,-2.8079e+16,-1.471e+15,2.9551e+16,6.3e+15,-2.4979e+16,6.614e+15,GCMT,,slab_deep,138.774353027,slab_deep
186814,2019/04/22,-67.16,-24.25,186.9,5.1,mw,0.02,0.02,2.4,,191,30,-50,328,68,-110,-2.2453e+16,-1.7711e+16,4.0164e+16,1.7062e+16,-2.2901e+16,1.6318e+16,GCMT,,slab_deep,136.146652222,slab_deep
186868,2019/04/24,-70.07,-21.43,85.6,4.9,mw,0.03,0.02,3.4,,21,68,8,288,83,158,,,,,,,GCMT,,intra_slab,41.9653625488,intra_slab
186867,2019/04/24,-68.33,-21.49,151.3,5.3,mw,0.01,0.01,1.1,,260,21,19,152,83,110,3.739e+16,-2.542e+16,-1.197e+16,2.541e+16,-9.174e+16,3.351e+16,GCMT,,slab_deep,100.197128296,slab_deep
186932,2019/04/26,-71.1,-25.81,34.1,5.6,mw,0.01,0.01,0.2,,10,46,74,213,46,106,2.3834e+17,-2.076e+16,-2.1758e+17,-3.603e+16,-6.56e+15,-5.165e+16,GCMT,,intra_slab,18.4419250488,intra_slab
187001,2019/04/28,-70.89,-24.03,42.7,4.9,mw,0.03,0.02,2.5,,42,25,143,166,75,70,,,,,,,GCMT,,intra_slab,20.5970554352,intra_slab
187492,2019/05/16,-69.27,-31.46,120.9,5.2,mw,0.02,0.01,1.2,,32,42,-83,202,49,-97,-6.3608e+16,2.0308e+16,4.33e+16,-2.49e+15,7.141e+15,1.9713e+16,GCMT,,slab_deep,99.8390426636,slab_deep
187493,2019/05/16,-70.08,-17.75,123.1,5.2,mw,0.01,0.01,1.3,,107,38,-125,329,60,-66,-5.5397e+16,1.3772e+16,4.1625e+16,1.6546e+16,-2.1933e+16,-2.5996e+16,GCMT,,slab_deep,92.6457290649,slab_deep
187524,2019/05/17,-74.15,-35.2,12,5.2,mw,0.01,0.01,0,,25,43,-88,203,47,-92,-7.2733e+16,1.6979e+16,5.5754e+16,-1.913e+16,8.642e+15,3.0976e+16,GCMT,,outer_rise,,outer_rise
187525,2019/05/17,-70.26,-19.77,93.2,5,mw,0.02,0.01,2,,177,21,-75,341,69,-96,-2.1688e+16,4.052e+15,1.7635e+16,1.9335e+16,-1.9827e+16,1.0928e+16,GCMT,,intra_slab,45.0008430481,intra_slab
187608,2019/05/20,-70.04,-31.54,112.9,5.6,mw,0.01,0.01,1,,277,65,-13,13,79,-154,-6.91e+16,1.224e+17,-5.33e+16,-1.783e+16,-5.604e+16,2.3491e+17,GCMT,,slab_deep,96.229057312,slab_deep
187638,2019/05/21,-66.856,-23.147,202.8865,4.9,mw,,,,,156.59,23.96,-119.09,7.93,69.22,-77.81,-2.0517e+16,-5.251e+15,2.5767e+16,-4.843e+15,-2.4645e+16,-3.124e+15,CSN-improved,,slab_deep,164.600646973,slab_deep
187636,2019/05/21,-66.66,-23.11,228.2,5.1,mw,0.03,0.03,3.2,,147,23,-124,3,71,-77,-2.0517e+16,-5.251e+15,2.5767e+16,-4.843e+15,-2.4645e+16,-3.124e+15,GCMT,,slab_deep,179.262115479,slab_deep
187711,2019/05/24,-66.6,-28.05,176,5.3,mw,0.01,0.01,1.1,,203,30,-30,320,75,-117,-4.0734e+16,-9.018e+15,4.9752e+16,4.5739e+16,-4.9295e+16,-2.38e+16,GCMT,,slab_deep,134.000930786,slab_deep
187882,2019/05/30,-68.76,-23.3,90.5,5,mw,0.03,0.02,3.1,,149,35,-99,340,55,-84,-2.69e+16,-1.29e+15,2.82e+16,3.26e+15,-1.14e+16,-1.76e+16,GCMT,,slab_deep,82.0833740234,slab_deep
187999,2019/06/03,-70.51,-19.69,79.9,5.2,mw,0.02,0.01,2.2,,165,25,-80,334,66,-95,-4.7072e+16,-7.156e+15,5.4228e+16,1.867e+16,-4.2859e+16,-4.5632e+16,GCMT,,intra_slab,36.0352859497,intra_slab
188077,2019/06/05,-70.15,-27.43,98.3,5.3,mw,0.01,0.01,1,,157,26,-138,28,73,-70,-6.975e+16,-1.638e+16,8.614e+16,-5.469e+16,-6.77e+16,5.15e+15,GCMT,,slab_deep,65.0322494507,slab_deep
188200,2019/06/10,-68.65,-22.45,127.5,4.8,mw,0.03,0.03,7.3,,134,7,-121,346,84,-86,,,,,,,GCMT,,slab_deep,86.7875976562,slab_deep
188293,2019/06/13,-71.52,-30.46,63.4,5,mw,0.03,0.02,2,,2,37,105,164,55,79,3.5936e+16,-1.783e+15,-3.4153e+16,4.247e+15,-5.837e+15,2.916e+15,GCMT,,intra_slab,34.6073989868,intra_slab
188331,2019/06/14,-72.103,-30.075,10,5.9,mw,,,,,1.83,15.97,89.77,182.07,74.03,90.07,2.6843e+18,-7.16e+16,-2.6127e+18,-1.552e+17,-4.2474e+18,-8.63e+16,ISC,,slab_interface,14.4896907806,slab_interface
188330,2019/06/14,-72.16,-30.12,12,6.3,mw,0,0,0,,1,21,88,183,69,91,2.6843e+18,-7.16e+16,-2.6127e+18,-1.552e+17,-4.2474e+18,-8.63e+16,GCMT,,slab_interface,13.6277513504,slab_interface
188443,2019/06/16,-66.872,-24.252,204,4.9,mw,,,7.7,,172,43,-90,352,47,-90,-4.78e+16,-1.65e+16,6.43e+16,500000000000000,-3.55e+15,-1.11e+16,CSN-improved,,slab_deep,154.572113037,slab_deep
188442,2019/06/16,-66.78,-23.93,220.8,5.1,mw,0.03,0.03,3.2,,172,43,-90,352,47,-90,-4.78e+16,-1.65e+16,6.43e+16,500000000000000,-3.55e+15,-1.11e+16,GCMT,,slab_deep,160.399642944,slab_deep
188545,2019/06/20,-68.83,-33.68,162.9,5.5,mw,0.01,0.01,0.8,,352,52,-157,248,72,-40,1.5e+15,-8.98e+16,8.83e+16,7.989e+16,-2.961e+16,1.2065e+17,GCMT,,slab_deep,139.071746826,slab_deep
188751,2019/06/28,-71.13,-29.41,95.6,5,mw,0.03,0.02,3.4,,322,67,4,230,86,157,4.307e+15,4.0188e+16,-4.4495e+16,-1.2664e+16,-1.334e+15,5.195e+15,GCMT,,intra_slab,43.6148719788,intra_slab
188777,2019/06/29,-74.43,-16.2,40.2,5,mw,0.03,0.02,1.3,,339,31,96,152,59,86,3.57e+16,-1.53e+15,-3.42e+16,1.09e+16,-1.86e+16,1.92e+16,GCMT,,outer_rise,,outer_rise
189059,2019/07/10,-66.8,-24.1,216.2,5.1,mw,0.02,0.02,2.7,,239,44,-32,352,69,-130,-2.45e+16,-5.02e+15,2.95e+16,1.72e+16,-2.55e+16,2.32e+16,GCMT,,slab_deep,159.138580322,slab_deep
189302,2019/07/19,-67.252,-20.821,185.76,5,mw,,,5,0.061,186,19,-85,1,71,-92,-3.71e+16,1.88e+16,1.84e+16,970000000000000,-3.51e+16,1.09e+15,USGS,,slab_deep,166.366668701,slab_deep
189303,2019/07/19,-67.22,-20.79,209.9,5,mw,0.02,0.02,2.2,,186,19,-85,1,71,-92,-3.71e+16,1.88e+16,1.84e+16,970000000000000,-3.51e+16,1.09e+15,GCMT,,slab_deep,169.520492554,slab_deep
189658,2019/08/01,-72.24,-34.32,25,6.8,mw,0.01,0,0.2,,19,14,106,183,77,86,7.446e+18,-2.35e+17,-7.211e+18,-1.16e+18,-1.499e+19,-1.437e+18,GCMT,,slab_interface,23.9268360138,slab_interface
